,Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,DateTime
57,03-12-2017,152,9,35.0,91,1.8,0.10339584389254942,2.1,0.02,2.5,0.0,Winter,No Holiday,Yes,2017-12-03 09:00:00
58,03-12-2017,200,10,44.0,89,2.2,0.11657374556512926,2.7,0.24,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 10:00:00
59,03-12-2017,273,11,51.0,87,1.4,0.14901165737455652,3.1,0.25,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 11:00:00
60,03-12-2017,333,12,58.0,85,1.7,0.16320324379118095,3.4,0.43,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 12:00:00
61,03-12-2017,495,13,68.0,81,1.9,0.1839837810440953,3.7,0.6,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 13:00:00
62,03-12-2017,563,14,76.0,76,1.2,0.2002027369488089,3.6,0.69,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 14:00:00
63,03-12-2017,621,15,80.0,73,1.6,0.20577800304105423,3.4,0.53,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 15:00:00
64,03-12-2017,598,16,76.0,77,1.6,0.188545362392296,3.8,0.2,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 16:00:00
65,03-12-2017,545,17,67.0,82,1.5,0.16776482513938165,3.8,0.05,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 17:00:00
66,03-12-2017,443,18,60.0,84,1.9,0.15205271160669032,3.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 18:00:00
67,03-12-2017,422,19,57.0,85,1.7,0.1429295489102889,3.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 19:00:00
68,03-12-2017,397,20,52.0,87,1.4,0.11454637607704005,3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 20:00:00
69,03-12-2017,385,21,47.0,87,1.2,0.11150532184490625,2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 21:00:00
70,03-12-2017,350,22,43.0,89,1.8,0.08819057273188038,2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 22:00:00
71,03-12-2017,303,23,39.0,90,1.3,0.08464267612772428,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-03 23:00:00
72,04-12-2017,285,0,42.0,88,0.6,0.0957932083122149,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 00:00:00
73,04-12-2017,186,1,43.0,87,0.5,0.09832742017232642,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 01:00:00
74,04-12-2017,112,2,44.0,87,1.8,0.0912316269640142,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 02:00:00
75,04-12-2017,65,3,36.0,85,2.3,0.09072478459199189,1.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 03:00:00
76,04-12-2017,41,4,28.0,89,1.5,0.052204764318297014,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 04:00:00
77,04-12-2017,82,5,20.0,83,2.7,0.11454637607704005,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 05:00:00
78,04-12-2017,200,6,12.0,76,3.7,0.17435377597567156,-2.5,0.0,0.1,0.0,Winter,No Holiday,Yes,2017-12-04 06:00:00
79,04-12-2017,498,7,2.0,68,3.4,0.3421186011150532,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 07:00:00
80,04-12-2017,937,8,-8.0,69,3.5,0.4698428788646731,-5.7,0.01,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 08:00:00
81,04-12-2017,509,9,-15.0,47,4.2,0.9432336543335023,-11.3,0.22,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 09:00:00
82,04-12-2017,311,10,-11.0,40,4.5,1.0,-13.0,0.64,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 10:00:00
83,04-12-2017,379,11,-5.0,41,4.1,0.8981246832235175,-12.1,0.94,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 11:00:00
84,04-12-2017,393,12,-3.0,38,4.8,0.9102889001520527,-12.9,1.11,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 12:00:00
85,04-12-2017,391,13,0.0,30,5.4,0.9685757729346173,-15.5,1.17,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 13:00:00
86,04-12-2017,338,14,1.0,27,4.5,1.0,-16.7,1.09,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 14:00:00
87,04-12-2017,341,15,-1.0,25,5.8,1.0,-17.8,0.88,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 15:00:00
88,04-12-2017,375,16,-2.0,23,4.7,1.0,-18.8,0.55,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 16:00:00
89,04-12-2017,515,17,-13.0,26,5.3,1.0,-18.3,0.18,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 17:00:00
90,04-12-2017,807,18,-21.0,29,3.9,1.0,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 18:00:00
91,04-12-2017,568,19,-29.0,32,3.2,1.0,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 19:00:00
92,04-12-2017,398,20,-36.0,38,3.0,1.0,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 20:00:00
93,04-12-2017,397,21,-46.0,43,4.5,1.0,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 21:00:00
94,04-12-2017,353,22,-53.0,45,2.5,1.0,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 22:00:00
95,04-12-2017,248,23,-58.0,44,2.4,1.0,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-04 23:00:00
96,05-12-2017,216,0,-61.0,42,2.6,1.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 00:00:00
97,05-12-2017,198,1,-65.0,41,2.8,1.0,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 01:00:00
98,05-12-2017,124,2,-68.0,41,2.5,1.0,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 02:00:00
99,05-12-2017,62,3,-69.0,39,2.0,1.0,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 03:00:00
100,05-12-2017,42,4,-72.0,34,3.0,1.0,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 04:00:00
101,05-12-2017,82,5,-74.0,33,2.6,1.0,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 05:00:00
102,05-12-2017,172,6,-74.0,34,3.2,1.0,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 06:00:00
103,05-12-2017,381,7,-75.0,33,2.2,1.0,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 07:00:00
104,05-12-2017,812,8,-81.0,36,1.6,1.0,-20.5,0.01,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 08:00:00
105,05-12-2017,462,9,-76.0,31,1.3,0.9868220983274201,-21.8,0.21,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 09:00:00
106,05-12-2017,269,10,-55.0,26,2.8,0.983274201723264,-22.0,0.64,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 10:00:00
107,05-12-2017,334,11,-39.0,25,0.0,0.9792194627470856,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 11:00:00
108,05-12-2017,321,12,-23.0,25,0.0,0.9807399898631525,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 12:00:00
109,05-12-2017,325,13,-16.0,27,0.0,0.9771920932589964,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 13:00:00
110,05-12-2017,334,14,-11.0,28,0.0,1.0,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 14:00:00
111,05-12-2017,353,15,-7.0,28,0.0,1.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 15:00:00
112,05-12-2017,435,16,-5.0,30,0.0,1.0,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 16:00:00
113,05-12-2017,529,17,-16.0,35,0.0,1.0,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 17:00:00
114,05-12-2017,789,18,-26.0,40,0.0,1.0,-14.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 18:00:00
115,05-12-2017,597,19,-32.0,45,0.0,1.0,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 19:00:00
116,05-12-2017,418,20,-35.0,46,0.0,1.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 20:00:00
117,05-12-2017,415,21,-37.0,47,0.0,1.0,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 21:00:00
118,05-12-2017,393,22,-28.0,49,0.0,1.0,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 22:00:00
119,05-12-2017,244,23,-25.0,59,0.0,0.5995945261023821,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-05 23:00:00
120,06-12-2017,145,0,-28.0,77,0.0,0.15408008109477953,-6.2,0.0,0.1,0.1,Winter,No Holiday,Yes,2017-12-06 00:00:00
121,06-12-2017,144,1,-30.0,79,0.0,0.13482007095793208,-6.1,0.0,0.0,0.3,Winter,No Holiday,Yes,2017-12-06 01:00:00
122,06-12-2017,117,2,-30.0,79,0.0,0.9300557526609224,-6.1,0.0,0.0,0.4,Winter,No Holiday,Yes,2017-12-06 02:00:00
123,06-12-2017,78,3,-32.0,78,0.0,0.9026862645717182,-6.4,0.0,0.2,0.4,Winter,No Holiday,Yes,2017-12-06 03:00:00
124,06-12-2017,58,4,-34.0,75,0.0,0.9908768373035985,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes,2017-12-06 04:00:00
125,06-12-2017,87,5,-36.0,76,0.0,0.966548403446528,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes,2017-12-06 05:00:00
126,06-12-2017,142,6,-37.0,76,0.0,0.931069437404967,-7.3,0.0,0.0,0.4,Winter,No Holiday,Yes,2017-12-06 06:00:00
127,06-12-2017,379,7,-42.0,77,0.0,0.868727825646224,-7.6,0.0,0.0,0.3,Winter,No Holiday,Yes,2017-12-06 07:00:00
128,06-12-2017,802,8,-42.0,78,0.0,0.7557019766852509,-7.4,0.01,0.0,0.2,Winter,No Holiday,Yes,2017-12-06 08:00:00
129,06-12-2017,440,9,-33.0,70,0.0,0.6573745565129244,-7.9,0.25,0.0,0.2,Winter,No Holiday,Yes,2017-12-06 09:00:00
130,06-12-2017,307,10,-9.0,64,0.0,0.6066903193106943,-6.8,0.63,0.0,0.2,Winter,No Holiday,Yes,2017-12-06 10:00:00
131,06-12-2017,381,11,16.0,57,1.2,0.6254434870755194,-6.0,0.93,0.0,0.0,Winter,No Holiday,Yes,2017-12-06 11:00:00
132,06-12-2017,405,12,24.0,52,0.9,0.6066903193106943,-6.4,1.08,0.0,0.0,Winter,No Holiday,Yes,2017-12-06 12:00:00
133,06-12-2017,442,13,42.0,47,1.1,0.7308667004561581,-6.1,1.1,0.0,0.0,Winter,No Holiday,Yes,2017-12-06 13:00:00
134,06-12-2017,416,14,55.0,34,1.0,0.9827673593512417,-9.1,0.96,0.0,0.0,Winter,No Holiday,Yes,2017-12-06 14:00:00
135,06-12-2017,412,15,55.0,31,3.1,0.9837810440952863,-10.3,0.72,0.0,0.0,Winter,No Holiday,Yes,2017-12-06 15:00:00
136,06-12-2017,496,16,53.0,37,2.9,1.0,-8.2,0.36,0.0,0.0,Winter,No Holiday,Yes,2017-12-06 16:00:00
137,06-12-2017,239,17,41.0,60,2.5,0.779523568170299,-2.9,0.1,0.0,0.0,Winter,No Holiday,Yes,2017-12-06 17:00:00
138,06-12-2017,204,18,17.0,90,1.0,0.019766852508869746,0.2,0.0,0.3,0.3,Winter,No Holiday,Yes,2017-12-06 18:00:00
139,06-12-2017,205,19,12.0,92,0.7,0.07754688291941207,0.0,0.0,0.0,1.0,Winter,No Holiday,Yes,2017-12-06 19:00:00
140,06-12-2017,190,20,12.0,94,0.6,0.10187531677648251,0.3,0.0,0.0,1.0,Winter,No Holiday,Yes,2017-12-06 20:00:00
141,06-12-2017,165,21,11.0,92,0.5,0.10542321338063862,0.0,0.0,0.7,1.0,Winter,No Holiday,Yes,2017-12-06 21:00:00
142,06-12-2017,222,22,13.0,92,0.6,0.10440952863659402,0.1,0.0,0.0,1.0,Winter,No Holiday,Yes,2017-12-06 22:00:00
143,06-12-2017,193,23,13.0,92,0.6,0.0922453117080588,0.1,0.0,0.0,1.0,Winter,No Holiday,Yes,2017-12-06 23:00:00
144,07-12-2017,198,0,14.0,92,0.5,0.10795742524075012,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes,2017-12-07 00:00:00
145,07-12-2017,218,1,15.0,92,0.4,0.10136847440446022,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes,2017-12-07 01:00:00
146,07-12-2017,149,2,14.0,92,0.7,0.07146477445514446,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes,2017-12-07 02:00:00
147,07-12-2017,102,3,19.0,91,1.4,0.0968068930562595,0.5,0.0,0.0,0.9,Winter,No Holiday,Yes,2017-12-07 03:00:00
148,07-12-2017,62,4,16.0,92,0.7,0.046629498226051704,0.4,0.0,0.0,0.9,Winter,No Holiday,Yes,2017-12-07 04:00:00
149,07-12-2017,83,5,15.0,92,1.1,0.07501267105930055,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes,2017-12-07 05:00:00
150,07-12-2017,137,6,10.0,93,0.5,0.06132792701469843,0.0,0.0,0.0,0.9,Winter,No Holiday,Yes,2017-12-07 06:00:00
151,07-12-2017,367,7,3.0,93,0.5,0.07399898631525596,-0.7,0.0,0.0,0.9,Winter,No Holiday,Yes,2017-12-07 07:00:00
152,07-12-2017,754,8,-2.0,96,0.8,0.07399898631525596,-0.7,0.01,0.0,0.8,Winter,No Holiday,Yes,2017-12-07 08:00:00
153,07-12-2017,415,9,1.0,91,0.8,0.12062848454130765,-1.1,0.14,0.0,0.8,Winter,No Holiday,Yes,2017-12-07 09:00:00
154,07-12-2017,321,10,11.0,83,0.7,0.1439432336543335,-1.4,0.41,0.0,0.7,Winter,No Holiday,Yes,2017-12-07 10:00:00
155,07-12-2017,333,11,23.0,69,1.7,0.30461226558540294,-2.8,0.63,0.0,0.6,Winter,No Holiday,Yes,2017-12-07 11:00:00
156,07-12-2017,431,12,37.0,65,2.4,0.40851495184997466,-2.2,0.98,0.0,0.3,Winter,No Holiday,Yes,2017-12-07 12:00:00
157,07-12-2017,394,13,41.0,37,3.1,0.8819057273188038,-9.3,1.14,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 13:00:00
158,07-12-2017,390,14,44.0,36,2.7,0.9873289406994423,-9.4,1.04,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 14:00:00
159,07-12-2017,430,15,40.0,35,3.1,0.9807399898631525,-10.1,0.84,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 15:00:00
160,07-12-2017,471,16,32.0,38,2.9,0.9072478459199188,-9.7,0.51,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 16:00:00
161,07-12-2017,552,17,21.0,50,2.0,0.7131272174353775,-7.2,0.15,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 17:00:00
162,07-12-2017,795,18,7.0,46,2.7,0.7759756715661429,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 18:00:00
163,07-12-2017,507,19,-4.0,47,2.5,0.6294982260516979,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 19:00:00
164,07-12-2017,390,20,-14.0,47,2.5,0.8073998986315255,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 20:00:00
165,07-12-2017,402,21,-22.0,46,2.2,0.9873289406994423,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 21:00:00
166,07-12-2017,389,22,-27.0,48,2.6,0.920932589964521,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 22:00:00
167,07-12-2017,259,23,-32.0,50,2.1,0.9427268119614799,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-07 23:00:00
168,08-12-2017,233,0,-35.0,49,2.6,0.9457678661936137,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 00:00:00
169,08-12-2017,230,1,-37.0,50,2.5,0.9503294475418145,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 01:00:00
170,08-12-2017,131,2,-43.0,53,1.0,0.9584389254941713,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 02:00:00
171,08-12-2017,99,3,-48.0,52,1.6,0.9888494678155093,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 03:00:00
172,08-12-2017,71,4,-53.0,53,2.4,0.9675620881905727,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 04:00:00
173,08-12-2017,84,5,-58.0,56,2.0,0.9700963000506841,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 05:00:00
174,08-12-2017,158,6,-60.0,56,3.5,0.9254941713127217,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 06:00:00
175,08-12-2017,387,7,-65.0,57,0.8,0.8864673086670045,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 07:00:00
176,08-12-2017,780,8,-70.0,59,0.8,0.7764825139381651,-13.6,0.01,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 08:00:00
177,08-12-2017,395,9,-67.0,50,0.9,0.742524075012671,-15.4,0.23,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 09:00:00
178,08-12-2017,261,10,-53.0,44,2.8,0.7546882919412062,-15.6,0.63,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 10:00:00
179,08-12-2017,310,11,-37.0,39,1.4,0.794728839330968,-15.6,0.93,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 11:00:00
180,08-12-2017,355,12,-20.0,30,1.4,0.862138874809934,-17.3,1.14,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 12:00:00
181,08-12-2017,354,13,-17.0,28,1.8,0.9812468322351748,-17.8,1.22,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 13:00:00
182,08-12-2017,350,14,-13.0,27,3.1,0.9523568170299036,-17.9,1.12,0.0,0.0,Winter,No Holiday,Yes,2017-12-08 14:00:00
